OBJECTID,FECHA,ID_BALIZA,Máximo,Promedio,MEDIA,MAXIMO
1906,2022/05/15 00:00:00+00,1,0,0,0,0
1907,2022/05/15 00:00:00+00,2,0,0,0,0
1908,2022/05/15 00:00:00+00,3,201773,112340,112340,201773
1909,2022/05/15 00:00:00+00,4,9300,4615,4615,9300
1910,2022/05/15 00:00:00+00,5,6350,3188,3188,6350
1911,2022/05/15 00:00:00+00,6,15188,5565,5565,15188
1912,2022/05/15 00:00:00+00,7,1083,749,749,1083
1913,2022/05/15 00:00:00+00,8,40000,36171,36171,40000
1914,2022/05/15 00:00:00+00,9,32309,8778,8778,32309
1915,2022/05/15 00:00:00+00,10,6542,1846,1846,6542
1916,2022/05/15 00:00:00+00,11,0,0,0,0
1917,2022/05/15 00:00:00+00,12,0,0,0,0
1918,2022/05/15 00:00:00+00,13,0,0,0,0
1919,2022/05/15 00:00:00+00,14,0,0,0,0
1920,2022/05/15 00:00:00+00,15,49900,28637,28637,49900
1921,2022/05/16 00:00:00+00,1,50000,23915,23915,50000
1922,2022/05/16 00:00:00+00,2,42750,16451,16451,42750
1923,2022/05/16 00:00:00+00,3,194128,104500,104500,194128
1924,2022/05/16 00:00:00+00,4,11600,4781,4781,11600
1925,2022/05/16 00:00:00+00,5,8200,3558,3558,8200
1926,2022/05/16 00:00:00+00,6,15657,6261,6261,15657
1927,2022/05/16 00:00:00+00,7,956,720,720,956
1928,2022/05/16 00:00:00+00,8,40000,33720,33720,40000
1929,2022/05/16 00:00:00+00,9,26664,6467,6467,26664
1930,2022/05/16 00:00:00+00,10,17112,9534,9534,17112
1931,2022/05/16 00:00:00+00,11,0,0,0,0
1932,2022/05/16 00:00:00+00,12,29900,6425,6425,29900
1933,2022/05/16 00:00:00+00,13,27950,3302,3302,27950
1934,2022/05/16 00:00:00+00,14,46950,25330,25330,46950
1935,2022/05/16 00:00:00+00,15,47050,27726,27726,47050
1936,2022/05/17 00:00:00+00,1,50000,36696,36696,50000
1937,2022/05/17 00:00:00+00,2,9950,7068,7068,9950
1938,2022/05/17 00:00:00+00,3,222526,122294,122294,222526
1939,2022/05/17 00:00:00+00,4,14150,5582,5582,14150
1940,2022/05/17 00:00:00+00,5,10300,3020,3020,10300
1941,2022/05/17 00:00:00+00,6,10153,4748,4748,10153
1942,2022/05/17 00:00:00+00,7,864,687,687,864
1943,2022/05/17 00:00:00+00,8,40000,35114,35114,40000
1944,2022/05/17 00:00:00+00,9,30780,8393,8393,30780
1945,2022/05/17 00:00:00+00,10,12972,5188,5188,12972
1946,2022/05/17 00:00:00+00,11,0,0,0,0
1947,2022/05/17 00:00:00+00,12,49400,18130,18130,49400
1948,2022/05/17 00:00:00+00,13,15150,2732,2732,15150
1949,2022/05/17 00:00:00+00,14,49850,35943,35943,49850
1950,2022/05/17 00:00:00+00,15,49800,20027,20027,49800
1951,2022/05/18 00:00:00+00,1,50000,37706,37706,50000
1952,2022/05/18 00:00:00+00,2,50000,22012,22012,50000
1953,2022/05/18 00:00:00+00,3,237770,147948,147948,237770
1954,2022/05/18 00:00:00+00,4,16750,7776,7776,16750
1955,2022/05/18 00:00:00+00,5,5700,3135,3135,5700
1956,2022/05/18 00:00:00+00,6,17679,6527,6527,17679
1957,2022/05/18 00:00:00+00,7,1305,954,954,1305
1958,2022/05/18 00:00:00+00,8,40000,37572,37572,40000
1959,2022/05/18 00:00:00+00,9,38583,10357,10357,38583
1960,2022/05/18 00:00:00+00,10,20965,7981,7981,20965
1961,2022/05/18 00:00:00+00,11,0,0,0,0
1962,2022/05/18 00:00:00+00,12,45800,16365,16365,45800
1963,2022/05/18 00:00:00+00,13,49900,5026,5026,49900
1964,2022/05/18 00:00:00+00,14,49900,30524,30524,49900
1965,2022/05/18 00:00:00+00,15,48350,19924,19924,48350
1966,2022/05/19 00:00:00+00,1,50000,37884,37884,50000
1967,2022/05/19 00:00:00+00,2,50000,13054,13054,50000
1968,2022/05/19 00:00:00+00,3,225791,128480,128480,225791
1969,2022/05/19 00:00:00+00,4,17500,8534,8534,17500
1970,2022/05/19 00:00:00+00,5,6000,2909,2909,6000
1971,2022/05/19 00:00:00+00,6,16731,7068,7068,16731
1972,2022/05/19 00:00:00+00,7,1165,937,937,1165
1973,2022/05/19 00:00:00+00,8,40000,32645,32645,40000
1974,2022/05/19 00:00:00+00,9,31788,7060,7060,31788
1975,2022/05/19 00:00:00+00,10,28320,10091,10091,28320
1976,2022/05/19 00:00:00+00,11,0,0,0,0
1977,2022/05/19 00:00:00+00,12,48250,19870,19870,48250
1978,2022/05/19 00:00:00+00,13,44650,4665,4665,44650
1979,2022/05/19 00:00:00+00,14,49850,35668,35668,49850
1980,2022/05/19 00:00:00+00,15,47300,18089,18089,47300
1981,2022/05/20 00:00:00+00,1,50000,36992,36992,50000
1982,2022/05/20 00:00:00+00,2,9950,9357,9357,9950
1983,2022/05/20 00:00:00+00,3,234291,147038,147038,234291
1984,2022/05/20 00:00:00+00,4,22150,9094,9094,22150
1985,2022/05/20 00:00:00+00,5,4950,2800,2800,4950
1986,2022/05/20 00:00:00+00,6,13788,5743,5743,13788
1987,2022/05/20 00:00:00+00,7,1027,818,818,1027
1988,2022/05/20 00:00:00+00,8,40000,34005,34005,40000
1989,2022/05/20 00:00:00+00,9,23855,7776,7776,23855
1990,2022/05/20 00:00:00+00,10,23367,7582,7582,23367
1991,2022/05/20 00:00:00+00,11,0,0,0,0
1992,2022/05/20 00:00:00+00,12,48850,23497,23497,48850
1993,2022/05/20 00:00:00+00,13,21550,4097,4097,21550
1994,2022/05/20 00:00:00+00,14,48550,33031,33031,48550
1995,2022/05/20 00:00:00+00,15,48000,12780,12780,48000
1996,2022/05/21 00:00:00+00,1,50000,39691,39691,50000
1997,2022/05/21 00:00:00+00,2,9950,5755,5755,9950
1998,2022/05/21 00:00:00+00,3,203742,120699,120699,203742
1999,2022/05/21 00:00:00+00,4,18000,9131,9131,18000
2000,2022/05/21 00:00:00+00,5,4800,2812,2812,4800
2001,2022/05/21 00:00:00+00,6,11126,5469,5469,11126
2002,2022/05/21 00:00:00+00,7,1102,955,955,1102
2003,2022/05/21 00:00:00+00,8,40000,36620,36620,40000
2004,2022/05/21 00:00:00+00,9,27536,12476,12476,27536
2005,2022/05/21 00:00:00+00,10,14888,4685,4685,14888
2006,2022/05/21 00:00:00+00,11,0,0,0,0
2007,2022/05/21 00:00:00+00,12,49850,20389,20389,49850
2008,2022/05/21 00:00:00+00,13,10950,2667,2667,10950
2009,2022/05/21 00:00:00+00,14,49900,35506,35506,49900
2010,2022/05/21 00:00:00+00,15,49450,21571,21571,49450
2011,2022/05/22 00:00:00+00,1,50000,39974,39974,50000
2012,2022/05/22 00:00:00+00,2,50000,22984,22984,50000
2013,2022/05/22 00:00:00+00,3,190451,120044,120044,190451
2014,2022/05/22 00:00:00+00,4,20850,8283,8283,20850
2015,2022/05/22 00:00:00+00,5,6400,3472,3472,6400
2016,2022/05/22 00:00:00+00,6,13523,6473,6473,13523
2017,2022/05/22 00:00:00+00,7,1119,941,941,1119
2018,2022/05/22 00:00:00+00,8,40000,36768,36768,40000
2019,2022/05/22 00:00:00+00,9,30538,9841,9841,30538
2020,2022/05/22 00:00:00+00,10,9316,4141,4141,9316
2021,2022/05/22 00:00:00+00,11,0,0,0,0
2022,2022/05/22 00:00:00+00,12,43150,14840,14840,43150
2023,2022/05/22 00:00:00+00,13,42150,5984,5984,42150
2024,2022/05/22 00:00:00+00,14,49900,34194,34194,49900
2025,2022/05/22 00:00:00+00,15,49800,26106,26106,49800
2026,2022/05/23 00:00:00+00,1,50000,36537,36537,50000
2027,2022/05/23 00:00:00+00,2,9950,9385,9385,9950
2028,2022/05/23 00:00:00+00,3,232460,110639,110639,232460
2029,2022/05/23 00:00:00+00,4,17900,7159,7159,17900
2030,2022/05/23 00:00:00+00,5,8050,3803,3803,8050
2031,2022/05/23 00:00:00+00,6,13402,5236,5236,13402
2032,2022/05/23 00:00:00+00,7,949,832,832,949
2033,2022/05/23 00:00:00+00,8,40000,32074,32074,40000
2034,2022/05/23 00:00:00+00,9,33767,8570,8570,33767
2035,2022/05/23 00:00:00+00,10,9439,3009,3009,9439
2036,2022/05/23 00:00:00+00,11,0,0,0,0
2037,2022/05/23 00:00:00+00,12,48900,18484,18484,48900
2038,2022/05/23 00:00:00+00,13,30500,3527,3527,30500
2039,2022/05/23 00:00:00+00,14,49900,32792,32792,49900
2040,2022/05/23 00:00:00+00,15,48650,28478,28478,48650
2041,2022/05/24 00:00:00+00,1,50000,35477,35477,50000
2042,2022/05/24 00:00:00+00,2,9950,7056,7056,9950
2043,2022/05/24 00:00:00+00,3,213187,115852,115852,213187
2044,2022/05/24 00:00:00+00,4,15850,7296,7296,15850
2045,2022/05/24 00:00:00+00,5,6050,3714,3714,6050
2046,2022/05/24 00:00:00+00,6,12441,4917,4917,12441
2047,2022/05/24 00:00:00+00,7,995,843,843,995
2048,2022/05/24 00:00:00+00,8,40000,36035,36035,40000
2049,2022/05/24 00:00:00+00,9,24272,11531,11531,24272
2050,2022/05/24 00:00:00+00,10,9545,3022,3022,9545
2051,2022/05/24 00:00:00+00,11,0,0,0,0
2052,2022/05/24 00:00:00+00,12,48650,11530,11530,48650
2053,2022/05/24 00:00:00+00,13,15400,1903,1903,15400
2054,2022/05/24 00:00:00+00,14,49850,33846,33846,49850
2055,2022/05/24 00:00:00+00,15,49750,29901,29901,49750
2056,2022/05/25 00:00:00+00,1,50000,36115,36115,50000
2057,2022/05/25 00:00:00+00,2,50000,11092,11092,50000
2058,2022/05/25 00:00:00+00,3,214774,110963,110963,214774
2059,2022/05/25 00:00:00+00,4,15000,6165,6165,15000
2060,2022/05/25 00:00:00+00,5,6200,3328,3328,6200
2061,2022/05/25 00:00:00+00,6,11491,4881,4881,11491
2062,2022/05/25 00:00:00+00,7,1033,897,897,1033
2063,2022/05/25 00:00:00+00,8,40000,37817,37817,40000
2064,2022/05/25 00:00:00+00,9,30164,12040,12040,30164
2065,2022/05/25 00:00:00+00,10,11283,3126,3126,11283
2066,2022/05/25 00:00:00+00,11,0,0,0,0
2067,2022/05/25 00:00:00+00,12,33205,3800,3800,33205
2068,2022/05/25 00:00:00+00,13,49850,4548,4548,49850
2069,2022/05/25 00:00:00+00,14,49900,35608,35608,49900
2070,2022/05/25 00:00:00+00,15,49600,27090,27090,49600
2071,2022/05/26 00:00:00+00,1,50000,26846,26846,50000
2072,2022/05/26 00:00:00+00,2,50000,7568,7568,50000
2073,2022/05/26 00:00:00+00,3,196570,117126,117126,196570
2074,2022/05/26 00:00:00+00,4,16050,7475,7475,16050
2075,2022/05/26 00:00:00+00,5,5650,2929,2929,5650
2076,2022/05/26 00:00:00+00,6,12307,7084,7084,12307
2077,2022/05/26 00:00:00+00,7,1183,817,817,1183
2078,2022/05/26 00:00:00+00,8,40000,39999,39999,40000
2079,2022/05/26 00:00:00+00,9,26753,13275,13275,26753
2080,2022/05/26 00:00:00+00,10,21076,6411,6411,21076
2081,2022/05/26 00:00:00+00,11,0,0,0,0
2082,2022/05/26 00:00:00+00,12,49850,10142,10142,49850
2083,2022/05/26 00:00:00+00,13,15150,3280,3280,15150
2084,2022/05/26 00:00:00+00,14,48100,27577,27577,48100
2085,2022/05/26 00:00:00+00,15,49000,30371,30371,49000
2086,2022/05/27 00:00:00+00,1,44500,17343,17343,44500
2087,2022/05/27 00:00:00+00,2,9950,4316,4316,9950
2088,2022/05/27 00:00:00+00,3,225944,99528,99528,225944
2089,2022/05/27 00:00:00+00,4,19300,9119,9119,19300
2090,2022/05/27 00:00:00+00,5,0,0,0,0
2091,2022/05/27 00:00:00+00,6,,,,
2092,2022/05/27 00:00:00+00,7,1329,1086,1086,1329
2093,2022/05/27 00:00:00+00,8,40000,36579,36579,40000
2094,2022/05/27 00:00:00+00,9,26204,11474,11474,26204
2095,2022/05/27 00:00:00+00,10,11406,3170,3170,11406
2096,2022/05/27 00:00:00+00,11,0,0,0,0
2097,2022/05/27 00:00:00+00,12,48950,3601,3601,48950
2098,2022/05/27 00:00:00+00,13,7050,1628,1628,7050
2099,2022/05/27 00:00:00+00,14,44050,18918,18918,44050
2100,2022/05/27 00:00:00+00,15,49500,19775,19775,49500
2101,2022/05/28 00:00:00+00,1,49850,11944,11944,49850
2102,2022/05/28 00:00:00+00,2,50000,17018,17018,50000
2103,2022/05/28 00:00:00+00,3,189825,76270,76270,189825
2104,2022/05/28 00:00:00+00,4,10200,3800,3800,10200
2105,2022/05/28 00:00:00+00,5,0,0,0,0
2106,2022/05/28 00:00:00+00,6,,,,
2107,2022/05/28 00:00:00+00,7,759,588,588,759
2108,2022/05/28 00:00:00+00,8,40000,36718,36718,40000
2109,2022/05/28 00:00:00+00,9,19026,8848,8848,19026
2110,2022/05/28 00:00:00+00,10,10338,4331,4331,10338
2111,2022/05/28 00:00:00+00,11,0,0,0,0
2112,2022/05/28 00:00:00+00,12,49950,7649,7649,49950
2113,2022/05/28 00:00:00+00,13,20300,3219,3219,20300
2114,2022/05/28 00:00:00+00,14,42250,15374,15374,42250
2115,2022/05/28 00:00:00+00,15,21100,12000,12000,21100
2116,2022/05/29 00:00:00+00,1,39550,15812,15812,39550
2117,2022/05/29 00:00:00+00,2,9950,9092,9092,9950
2118,2022/05/29 00:00:00+00,3,192373,115106,115106,192373
2119,2022/05/29 00:00:00+00,4,9800,5183,5183,9800
2120,2022/05/29 00:00:00+00,5,0,0,0,0
2121,2022/05/29 00:00:00+00,6,,,,
2122,2022/05/29 00:00:00+00,7,851,625,625,851
2123,2022/05/29 00:00:00+00,8,40000,34129,34129,40000
2124,2022/05/29 00:00:00+00,9,27139,8699,8699,27139
2125,2022/05/29 00:00:00+00,10,7629,4051,4051,7629
2126,2022/05/29 00:00:00+00,11,0,0,0,0
2127,2022/05/29 00:00:00+00,12,48950,3939,3939,48950
2128,2022/05/29 00:00:00+00,13,29200,4859,4859,29200
2129,2022/05/29 00:00:00+00,14,32350,16346,16346,32350
2130,2022/05/29 00:00:00+00,15,0,0,0,0
2131,2022/05/30 00:00:00+00,1,50000,28531,28531,50000
2132,2022/05/30 00:00:00+00,2,50000,23620,23620,50000
2133,2022/05/30 00:00:00+00,3,206229,128997,128997,206229
2134,2022/05/30 00:00:00+00,4,14050,6926,6926,14050
2135,2022/05/30 00:00:00+00,5,0,0,0,0
2136,2022/05/30 00:00:00+00,6,,,,
2137,2022/05/30 00:00:00+00,7,745,632,632,745
2138,2022/05/30 00:00:00+00,8,40000,40000,40000,40000
2139,2022/05/30 00:00:00+00,9,21548,8794,8794,21548
2140,2022/05/30 00:00:00+00,10,26542,11882,11882,26542
2141,2022/05/30 00:00:00+00,11,0,0,0,0
2142,2022/05/30 00:00:00+00,12,48900,11851,11851,48900
2143,2022/05/30 00:00:00+00,13,49150,10822,10822,49150
2144,2022/05/30 00:00:00+00,14,49850,28213,28213,49850
2145,2022/05/30 00:00:00+00,15,0,0,0,0
2146,2022/05/31 00:00:00+00,1,49950,19492,19492,49950
2147,2022/05/31 00:00:00+00,2,50000,11894,11894,50000
2148,2022/05/31 00:00:00+00,3,211646,124365,124365,211646
2149,2022/05/31 00:00:00+00,4,9500,4599,4599,9500
2150,2022/05/31 00:00:00+00,5,0,0,0,0
2151,2022/05/31 00:00:00+00,6,,,,
2152,2022/05/31 00:00:00+00,7,656,604,604,656
2153,2022/05/31 00:00:00+00,8,40000,39571,39571,40000
2154,2022/05/31 00:00:00+00,9,23535,8326,8326,23535
2155,2022/05/31 00:00:00+00,10,10549,2782,2782,10549
2156,2022/05/31 00:00:00+00,11,168323,79759,79759,168323
2157,2022/05/31 00:00:00+00,12,49850,14462,14462,49850
2158,2022/05/31 00:00:00+00,13,49100,6862,6862,49100
2159,2022/05/31 00:00:00+00,14,48400,18903,18903,48400
2160,2022/05/31 00:00:00+00,15,0,0,0,0
2161,2022/06/01 00:00:00+00,1,50000,18284,18284,50000
2162,2022/06/01 00:00:00+00,2,50000,21329,21329,50000
2163,2022/06/01 00:00:00+00,3,166280,92237,92237,166280
2164,2022/06/01 00:00:00+00,4,8750,3687,3687,8750
2165,2022/06/01 00:00:00+00,5,0,0,0,0
2166,2022/06/01 00:00:00+00,6,2999,2692,2692,2999
2167,2022/06/01 00:00:00+00,7,703,585,585,703
2168,2022/06/01 00:00:00+00,8,40000,37052,37052,40000
2169,2022/06/01 00:00:00+00,9,20667,7443,7443,20667
2170,2022/06/01 00:00:00+00,10,14516,4957,4957,14516
2171,2022/06/01 00:00:00+00,11,182246,148771,148771,182246
2172,2022/06/01 00:00:00+00,12,45550,9212,9212,45550
2173,2022/06/01 00:00:00+00,13,45900,7349,7349,45900
2174,2022/06/01 00:00:00+00,14,45800,16916,16916,45800
2175,2022/06/01 00:00:00+00,15,0,0,0,0
2176,2022/06/02 00:00:00+00,1,42250,13722,13722,42250
2177,2022/06/02 00:00:00+00,2,50000,17350,17350,50000
2178,2022/06/02 00:00:00+00,3,177345,103453,103453,177345
2179,2022/06/02 00:00:00+00,4,18750,5377,5377,18750
2180,2022/06/02 00:00:00+00,5,0,0,0,0
2181,2022/06/02 00:00:00+00,6,7292,2972,2972,7292
2182,2022/06/02 00:00:00+00,7,626,537,537,626
2183,2022/06/02 00:00:00+00,8,40000,31934,31934,40000
2184,2022/06/02 00:00:00+00,9,19102,5166,5166,19102
2185,2022/06/02 00:00:00+00,10,11927,3955,3955,11927
2186,2022/06/02 00:00:00+00,11,171702,119502,119502,171702
2187,2022/06/02 00:00:00+00,12,48850,9984,9984,48850
2188,2022/06/02 00:00:00+00,13,45050,6351,6351,45050
2189,2022/06/02 00:00:00+00,14,36750,13650,13650,36750
2190,2022/06/02 00:00:00+00,15,0,0,0,0
2191,2022/06/03 00:00:00+00,1,42250,13722,13722,42250
2192,2022/06/03 00:00:00+00,2,44200,7215,7215,44200
2193,2022/06/03 00:00:00+00,3,211448,123685,123685,211448
2194,2022/06/03 00:00:00+00,4,16550,8677,8677,16550
2195,2022/06/03 00:00:00+00,5,2750,2080,2080,2750
2196,2022/06/03 00:00:00+00,6,9255,3784,3784,9255
2197,2022/06/03 00:00:00+00,7,964,750,750,964
2198,2022/06/03 00:00:00+00,8,40000,35233,35233,40000
2199,2022/06/03 00:00:00+00,9,23713,8600,8600,23713
2200,2022/06/03 00:00:00+00,10,9790,4133,4133,9790
2201,2022/06/03 00:00:00+00,11,209873,189991,189991,209873
2202,2022/06/03 00:00:00+00,12,96180,6298,6298,96180
2203,2022/06/03 00:00:00+00,13,14850,2652,2652,14850
2204,2022/06/03 00:00:00+00,14,33300,20764,20764,33300
2205,2022/06/03 00:00:00+00,15,0,0,0,0
2206,2022/06/04 00:00:00+00,1,45050,20625,20625,45050
2207,2022/06/04 00:00:00+00,2,18500,5630,5630,18500
2208,2022/06/04 00:00:00+00,3,215949,108995,108995,215949
2209,2022/06/04 00:00:00+00,4,19050,8171,8171,19050
2210,2022/06/04 00:00:00+00,5,13350,3490,3490,13350
2211,2022/06/04 00:00:00+00,6,8347,3571,3571,8347
2212,2022/06/04 00:00:00+00,7,998,777,777,998
2213,2022/06/04 00:00:00+00,8,40000,32023,32023,40000
2214,2022/06/04 00:00:00+00,9,23036,7272,7272,23036
2215,2022/06/04 00:00:00+00,10,8863,3485,3485,8863
2216,2022/06/04 00:00:00+00,11,211732,197163,197163,211732
2217,2022/06/04 00:00:00+00,12,92745,16804,16804,92745
2218,2022/06/04 00:00:00+00,13,15500,3645,3645,15500
2219,2022/06/04 00:00:00+00,14,39850,21198,21198,39850
2220,2022/06/04 00:00:00+00,15,0,0,0,0
2221,2022/06/05 00:00:00+00,1,47250,21364,21364,47250
2222,2022/06/05 00:00:00+00,2,29850,8166,8166,29850
2223,2022/06/05 00:00:00+00,3,193396,104488,104488,193396
2224,2022/06/05 00:00:00+00,4,20300,9241,9241,20300
2225,2022/06/05 00:00:00+00,5,4800,2771,2771,4800
2226,2022/06/05 00:00:00+00,6,7636,3770,3770,7636
2227,2022/06/05 00:00:00+00,7,1008,723,723,1008
2228,2022/06/05 00:00:00+00,8,40000,34542,34542,40000
2229,2022/06/05 00:00:00+00,9,35097,7140,7140,35097
2230,2022/06/05 00:00:00+00,10,8277,3598,3598,8277
2231,2022/06/05 00:00:00+00,11,211749,197547,197547,211749
2232,2022/06/05 00:00:00+00,12,43510,3995,3995,43510
2233,2022/06/05 00:00:00+00,13,21600,4033,4033,21600
2234,2022/06/05 00:00:00+00,14,39450,22248,22248,39450
2235,2022/06/05 00:00:00+00,15,0,0,0,0
2236,2022/06/06 00:00:00+00,1,50000,16013,16013,50000
2237,2022/06/06 00:00:00+00,2,50000,6749,6749,50000
2238,2022/06/06 00:00:00+00,3,251244,95805,95805,251244
2239,2022/06/06 00:00:00+00,4,20400,6428,6428,20400
2240,2022/06/06 00:00:00+00,5,6000,3051,3051,6000
2241,2022/06/06 00:00:00+00,6,6182,2963,2963,6182
2242,2022/06/06 00:00:00+00,7,821,639,639,821
2243,2022/06/06 00:00:00+00,8,40000,29641,29641,40000
2244,2022/06/06 00:00:00+00,9,16460,6368,6368,16460
2245,2022/06/06 00:00:00+00,10,6369,2977,2977,6369
2246,2022/06/06 00:00:00+00,11,203811,169525,169525,203811
2247,2022/06/06 00:00:00+00,12,18150,2286,2286,18150
2248,2022/06/06 00:00:00+00,13,16500,2042,2042,16500
2249,2022/06/06 00:00:00+00,14,38450,15787,15787,38450
2250,2022/06/06 00:00:00+00,15,0,0,0,0
2251,2022/06/07 00:00:00+00,1,47900,13176,13176,47900
2252,2022/06/07 00:00:00+00,2,29650,7077,7077,29650
2253,2022/06/07 00:00:00+00,3,289041,118026,118026,289041
2254,2022/06/07 00:00:00+00,4,23300,8038,8038,23300
2255,2022/06/07 00:00:00+00,5,6350,2917,2917,6350
2256,2022/06/07 00:00:00+00,6,9868,2421,2421,9868
2257,2022/06/07 00:00:00+00,7,815,547,547,815
2258,2022/06/07 00:00:00+00,8,40000,30913,30913,40000
2259,2022/06/07 00:00:00+00,9,24262,7243,7243,24262
2260,2022/06/07 00:00:00+00,10,10186,2718,2718,10186
2261,2022/06/07 00:00:00+00,11,192494,157997,157997,192494
2262,2022/06/07 00:00:00+00,12,45400,3638,3638,45400
2263,2022/06/07 00:00:00+00,13,12750,2003,2003,12750
2264,2022/06/07 00:00:00+00,14,45950,13877,13877,45950
2265,2022/06/07 00:00:00+00,15,0,0,0,0
2266,2022/06/08 00:00:00+00,1,46300,18489,18489,46300
2267,2022/06/08 00:00:00+00,2,42200,8923,8923,42200
2268,2022/06/08 00:00:00+00,3,215262,102527,102527,215262
2269,2022/06/08 00:00:00+00,4,26750,9142,9142,26750
2270,2022/06/08 00:00:00+00,5,8800,3041,3041,8800
2271,2022/06/08 00:00:00+00,6,9427,3819,3819,9427
2272,2022/06/08 00:00:00+00,7,668,548,548,668
2273,2022/06/08 00:00:00+00,8,40000,33786,33786,40000
2274,2022/06/08 00:00:00+00,9,20110,7202,7202,20110
2275,2022/06/08 00:00:00+00,10,8246,3885,3885,8246
2276,2022/06/08 00:00:00+00,11,211715,184692,184692,211715
2277,2022/06/08 00:00:00+00,12,47700,7827,7827,47700
2278,2022/06/08 00:00:00+00,13,32250,4532,4532,32250
2279,2022/06/08 00:00:00+00,14,42600,19704,19704,42600
2280,2022/06/08 00:00:00+00,15,0,0,0,0
2281,2022/06/09 00:00:00+00,1,49750,21471,21471,49750
2282,2022/06/09 00:00:00+00,2,49800,11457,11457,49800
2283,2022/06/09 00:00:00+00,3,249809,134513,134513,249809
2284,2022/06/09 00:00:00+00,4,36450,13262,13262,36450
2285,2022/06/09 00:00:00+00,5,6150,3456,3456,6150
2286,2022/06/09 00:00:00+00,6,10613,5043,5043,10613
2287,2022/06/09 00:00:00+00,7,757,540,540,757
2288,2022/06/09 00:00:00+00,8,40000,33820,33820,40000
2289,2022/06/09 00:00:00+00,9,21481,6443,6443,21481
2290,2022/06/09 00:00:00+00,10,9291,4184,4184,9291
2291,2022/06/09 00:00:00+00,11,211775,202151,202151,211775
2292,2022/06/09 00:00:00+00,12,49800,6747,6747,49800
2293,2022/06/09 00:00:00+00,13,25150,5246,5246,25150
2294,2022/06/09 00:00:00+00,14,46450,21541,21541,46450
2295,2022/06/09 00:00:00+00,15,0,0,0,0
2296,2022/06/10 00:00:00+00,1,49550,21708,21708,49550
2297,2022/06/10 00:00:00+00,2,50000,9948,9948,50000
2298,2022/06/10 00:00:00+00,3,260643,116672,116672,260643
2299,2022/06/10 00:00:00+00,4,31550,14418,14418,31550
2300,2022/06/10 00:00:00+00,5,6650,3044,3044,6650
2301,2022/06/10 00:00:00+00,6,9281,4111,4111,9281
2302,2022/06/10 00:00:00+00,7,664,746,746,664
2303,2022/06/10 00:00:00+00,8,40000,31771,31771,40000
2304,2022/06/10 00:00:00+00,9,24445,8564,8564,24445
2305,2022/06/10 00:00:00+00,10,8476,3620,3620,8476
2306,2022/06/10 00:00:00+00,11,211715,196482,196482,211715
2307,2022/06/10 00:00:00+00,12,49850,6025,6025,49850
2308,2022/06/10 00:00:00+00,13,31000,5160,5160,31000
2309,2022/06/10 00:00:00+00,14,48450,23183,23183,48450
2310,2022/06/10 00:00:00+00,15,0,0,0,0
2311,2022/06/11 00:00:00+00,1,47150,16875,16875,47150
2312,2022/06/11 00:00:00+00,2,40200,9393,9393,40200
2313,2022/06/11 00:00:00+00,3,215278,92710,92710,215278
2314,2022/06/11 00:00:00+00,4,19750,7755,7755,19750
2315,2022/06/11 00:00:00+00,5,6500,3080,3080,6500
2316,2022/06/11 00:00:00+00,6,9824,3344,3344,9824
2317,2022/06/11 00:00:00+00,7,748,540,540,748
2318,2022/06/11 00:00:00+00,8,40000,33679,33679,40000
2319,2022/06/11 00:00:00+00,9,17497,7180,7180,17497
2320,2022/06/11 00:00:00+00,10,10220,4388,4388,10220
2321,2022/06/11 00:00:00+00,11,200941,154885,154885,200941
2322,2022/06/11 00:00:00+00,12,49650,5701,5701,49650
2323,2022/06/11 00:00:00+00,13,29800,3498,3498,29800
2324,2022/06/11 00:00:00+00,14,34150,14995,14995,34150
2325,2022/06/11 00:00:00+00,15,0,0,0,0
2326,2022/06/12 00:00:00+00,1,49700,19010,19010,49700
2327,2022/06/12 00:00:00+00,2,25750,4950,4950,25750
2328,2022/06/12 00:00:00+00,3,210151,120841,120841,210151
2329,2022/06/12 00:00:00+00,4,30150,14159,14159,30150
2330,2022/06/12 00:00:00+00,5,6200,3506,3506,6200
2331,2022/06/12 00:00:00+00,6,7404,3807,3807,7404
2332,2022/06/12 00:00:00+00,7,818,631,631,818
2333,2022/06/12 00:00:00+00,8,40000,35770,35770,40000
2334,2022/06/12 00:00:00+00,9,28488,11129,11129,28488
2335,2022/06/12 00:00:00+00,10,8667,3615,3615,8667
2336,2022/06/12 00:00:00+00,11,211758,192101,192101,211758
2337,2022/06/12 00:00:00+00,12,4950,1091,1091,4950
2338,2022/06/12 00:00:00+00,13,10900,1962,1962,10900
2339,2022/06/12 00:00:00+00,14,46200,20573,20573,46200
2340,2022/06/12 00:00:00+00,15,0,0,0,0
2341,2022/06/13 00:00:00+00,1,40600,10722,10722,40600
2342,2022/06/13 00:00:00+00,2,22200,4860,4860,22200
2343,2022/06/13 00:00:00+00,3,201429,111720,111720,201429
2344,2022/06/13 00:00:00+00,4,24150,6853,6853,24150
2345,2022/06/13 00:00:00+00,5,7150,3833,3833,7150
2346,2022/06/13 00:00:00+00,6,6091,2275,2275,6091
2347,2022/06/13 00:00:00+00,7,832,490,490,832
2348,2022/06/13 00:00:00+00,8,40000,34726,34726,40000
2349,2022/06/13 00:00:00+00,9,24593,10335,10335,24593
2350,2022/06/13 00:00:00+00,10,9017,4055,4055,9017
